"Nearest Building","X","Y","Latitude","Longitude","Site ID","Species","DBH","Multi-stem","Arbor Day / Tree Campus USA","Donor","Donor Tree","State Champion Tree","Tree Trail"
"Carl R. Woese Institute for Genomic Biology",1014422.6651788,1252131.47998467,40.104874797,-88.2254686352,3921,"lilac, Japanese tree (Syringa reticulata)",4,"Yes"," ",,"N/A"," ","N/A"
"Carl R. Woese Institute for Genomic Biology",1014425.17171294,1252111.35083933,40.1048195319,-88.2254597618,3931,"lilac, Japanese tree (Syringa reticulata)",5,"Yes"," ",,"N/A"," ","N/A"
"Carl R. Woese Institute for Genomic Biology",1014423.42447165,1252090.15692885,40.1047613581,-88.2254661,3941,"lilac, Japanese tree (Syringa reticulata)",5,"Yes"," ",,"N/A"," ","N/A"
"Carl R. Woese Institute for Genomic Biology",1014423.80604653,1252067.90599138,40.1047002756,-88.2254648323,3949,"lilac, Japanese tree (Syringa reticulata)",5,"Yes"," ",,"N/A"," ","N/A"
"Carl R. Woese Institute for Genomic Biology",1014423.48229844,1252042.47540285,40.104630467,-88.2254661,3960,"lilac, Japanese tree (Syringa reticulata)",4,"Yes"," ",,"N/A"," ","N/A"
"Carl R. Woese Institute for Genomic Biology",1014424.21889205,1252019.87165596,40.1045684148,-88.2254635647,3971,"lilac, Japanese tree (Syringa reticulata)",4,"Yes"," ",,"N/A"," ","N/A"
"Carl R. Woese Institute for Genomic Biology",1014444.45751076,1251997.64474686,40.1045073321,-88.2253913103,3981,"serviceberry, spp. (Amelanchier spp.)",1,"Yes"," ",,"N/A"," ","N/A"
"Carl R. Woese Institute for Genomic Biology",1014435.26130937,1251978.56088998,40.1044549754,-88.2254242684,3992,"serviceberry, spp. (Amelanchier spp.)",1,"Yes"," ",,"N/A"," ","N/A"
"Carl R. Woese Institute for Genomic Biology",1014455.120082,1251977.17219828,40.1044510972,-88.2253532816,4001,"serviceberry, spp. (Amelanchier spp.)",1,"Yes"," ",,"N/A"," ","N/A"
"Carl R. Woese Institute for Genomic Biology",1014454.07389094,1251962.68979511,40.1044113449,-88.2253570845,4011,"serviceberry, spp. (Amelanchier spp.)",2,"Yes"," ",,"N/A"," ","N/A"
"Carl R. Woese Institute for Genomic Biology",1014453.73645134,1251948.5614427,40.1043725621,-88.2253583521,4021,"serviceberry, spp. (Amelanchier spp.)",2,"Yes"," ",,"N/A"," ","N/A"
"Carl R. Woese Institute for Genomic Biology",1014440.96604162,1251952.78432668,40.104384197,-88.2254039865,4033,"serviceberry, spp. (Amelanchier spp.)",1,"Yes"," ",,"N/A"," ","N/A"
"Carl R. Woese Institute for Genomic Biology",1014443.46960774,1251935.12742814,40.1043357185,-88.2253951131,4042,"serviceberry, spp. (Amelanchier spp.)",1,"Yes"," ",,"N/A"," ","N/A"
"Carl R. Woese Institute for Genomic Biology",1014486.35965787,1251947.8946597,40.104370623,-88.2252417309,4052,"dogwood, Kousa (Cornus kousa)",2,"Yes"," ",,"N/A"," ","N/A"
"Carl R. Woese Institute for Genomic Biology",1014487.04093831,1251970.85339134,40.1044336449,-88.2252391956,4062,"dogwood, Kousa (Cornus kousa)",3,"No"," ",,"N/A"," ","N/A"
"Carl R. Woese Institute for Genomic Biology",1014486.61852764,1252026.65815623,40.1045868365,-88.2252404632,4072,"lilac, Japanese tree (Syringa reticulata)",5,"Yes"," ",,"N/A"," ","N/A"
"Carl R. Woese Institute for Genomic Biology",1014485.53072204,1252046.43589041,40.1046411322,-88.2252442661,4082,"lilac, Japanese tree (Syringa reticulata)",3,"Yes"," ",,"N/A"," ","N/A"
"Carl R. Woese Institute for Genomic Biology",1014486.52452352,1252104.00819068,40.1047991711,-88.2252404632,4091,"lilac, Japanese tree (Syringa reticulata)",4,"Yes"," ",,"N/A"," ","N/A"
"Carl R. Woese Institute for Genomic Biology",1014483.65948794,1252127.31566586,40.1048631622,-88.2252506042,4097,"lilac, Japanese tree (Syringa reticulata)",4,"Yes"," ",,"N/A"," ","N/A"
"Carl R. Woese Institute for Genomic Biology",1014488.66970741,1252252.02783533,40.1052054939,-88.2252321513,4106,"hackberry, common (Celtis occidentalis)",11,"No"," ",,"N/A"," ","N/A"
"Carl R. Woese Institute for Genomic Biology",1014448.15514655,1252251.48040272,40.1052041263,-88.2253769902,4123,"hackberry, common (Celtis occidentalis)",8,"No"," ",,"N/A"," ","N/A"
"Carl R. Woese Institute for Genomic Biology",1014415.14097653,1252252.93502331,40.1052082293,-88.2254950071,4132,"hackberry, common (Celtis occidentalis)",8,"No"," ",,"N/A"," ","N/A"
"Carl R. Woese Institute for Genomic Biology",1014425.3333591319,1251994.367441873,40.10449839920707,-88.22545969118885,4147,"dogwood, flowering (Cornus florida)",1.5,"No","No ","IGB 10 year Anniversary Tree","Yes","No ","N/A"
"Carl R. Woese Institute for Genomic Biology",1014399.71850775,1252184.16138644,40.1050194895,-88.2255504392,4161,"serviceberry, spp. (Amelanchier spp.)",1,"Yes"," ",,"N/A"," ","N/A"
"Carl R. Woese Institute for Genomic Biology",1014400.74001736,1252166.72474472,40.1049716206,-88.225546863,4166,"serviceberry, spp. (Amelanchier spp.)",2,"Yes"," ",,"N/A"," ","N/A"
"Carl R. Woese Institute for Genomic Biology",1014447.62230411,1252278.38381733,40.1052779808,-88.2253787783,4177,"hackberry, common (Celtis occidentalis)",6,"No"," ",,"N/A"," ","N/A"
"Carl R. Woese Institute for Genomic Biology",1014485.63649321,1252278.42998677,40.1052779808,-88.2252428801,4187,"hackberry, common (Celtis occidentalis)",8,"No"," ",,"N/A"," ","N/A"
"Carl R. Woese Institute for Genomic Biology",1014578.66390439,1252284.52188538,40.1052943929,-88.2249102871,4206,"hackberry, common (Celtis occidentalis)",10,"No"," ",,"N/A"," ","N/A"
"Carl R. Woese Institute for Genomic Biology",1014638.68690254,1252284.09690497,40.1052930253,-88.2246957109,4215,"hackberry, common (Celtis occidentalis)",9,"No"," ",,"N/A"," ","N/A"
"Carl R. Woese Institute for Genomic Biology",1014689.57432617,1252076.41356888,40.1047227412,-88.2245147003,5011,"serviceberry, spp. (Amelanchier spp.)",1,"Yes"," ",,"N/A"," ","N/A"
"Carl R. Woese Institute for Genomic Biology",1014621.13579924,1251915.27163659,40.1042806186,-88.2247600644,5022,"oak, swamp white (Quercus bicolor)",6,"No"," ",,"N/A"," ","N/A"
"Carl R. Woese Institute for Genomic Biology",1014581.55711116,1251913.1262344,40.1042748618,-88.2249015627,5032,"oak, swamp white (Quercus bicolor)",8,"No"," ",,"N/A"," ","N/A"
"Carl R. Woese Institute for Genomic Biology",1014546.1881664,1251911.82486889,40.1042714077,-88.225028008,5043,"oak, swamp white (Quercus bicolor)",8,"No"," ",,"N/A"," ","N/A"
"Carl R. Woese Institute for Genomic Biology",1014506.60793654,1251910.93785598,40.1042691049,-88.2251695063,5052,"oak, swamp white (Quercus bicolor)",10,"No"," ",,"N/A"," ","N/A"
"Carl R. Woese Institute for Genomic Biology",1014543.93461317,1252329.89273911,40.105419056072776,-88.22503424438803,18716,"maple, red (Acer rubrum)",2.5,"No"," ",,"No"," ","N/A"
"Carl R. Woese Institute for Genomic Biology",1014521.80134203,1252329.86579849,40.105419056072776,-88.22511336955414,18717,"ginkgo, (Ginkgo biloba)",2,"No"," ",,"No"," ","N/A"
"Carl R. Woese Institute for Genomic Biology",1014501.1686317,1252329.84070209,40.105419056072776,-88.22518713030207,18718,"ginkgo, (Ginkgo biloba)",2,"No"," ",,"No"," ","N/A"
"Carl R. Woese Institute for Genomic Biology",1014480.91015353,1252330.56341238,40.10542110758812,-88.22525954994525,18719,"ginkgo, (Ginkgo biloba)",2,"No"," ",,"No"," ","N/A"
"Carle Orthopedics and Sports Medicine Facility",1012093.93241828,1244934.39415017,40.0851254273,-88.2338224236,9935,"planetree, London (Platanus x acerifolia)",4,"No"," ",,"N/A"," ","N/A"
"Carle Orthopedics and Sports Medicine Facility",1012067.28522619,1244974.99352,40.0852369592,-88.2339174952,9942,"planetree, London (Platanus x acerifolia)",5,"No"," ",,"N/A"," ","N/A"
"Carle Orthopedics and Sports Medicine Facility",1012036.02679595,1245015.94100438,40.0853494607,-88.2340290459,9954,"oak, overcup (Quercus lyrata)",4,"No"," ",,"N/A"," ","N/A"
"Carle Orthopedics and Sports Medicine Facility",1012003.35322495,1245053.70722019,40.0854532335,-88.2341456671,9962,"oak, overcup (Quercus lyrata)",4,"No"," ",,"N/A"," ","N/A"
"Carle Orthopedics and Sports Medicine Facility",1011970.32467127,1245091.82632151,40.085557976,-88.2342635559,9970,"oak, overcup (Quercus lyrata)",3,"No"," ",,"N/A"," ","N/A"
"Carle Orthopedics and Sports Medicine Facility",1011946.87436252,1245128.5428839,40.085658839,-88.234347219,9977,"oak, overcup (Quercus lyrata)",3,"No"," ",,"N/A"," ","N/A"
"Carle Orthopedics and Sports Medicine Facility",1011921.99594916,1245173.7368921,40.0857829778,-88.2344359525,9986,"oak, overcup (Quercus lyrata)",3,"No"," ",,"N/A"," ","N/A"
"Carle Orthopedics and Sports Medicine Facility",1011899.23554409,1245228.11880989,40.0859323321,-88.2345170803,9994,"oak, overcup (Quercus lyrata)",3,"No"," ",,"N/A"," ","N/A"
"Carle Orthopedics and Sports Medicine Facility",1011883.93697002,1245270.49696736,40.0860487118,-88.2345715881,10005,"ginkgo, (Ginkgo biloba)",2,"No"," ",,"N/A"," ","N/A"
"Carle Orthopedics and Sports Medicine Facility",1011875.02473943,1245311.11568007,40.0861602421,-88.2346032786,10009,"elm, hybrid (Ulmus x)",3,"No"," ",,"N/A"," ","N/A"
"Carle Orthopedics and Sports Medicine Facility",1011865.73669391,1245370.81165051,40.0863241429,-88.2346362368,10020,"ginkgo, (Ginkgo biloba)",2,"No"," ",,"N/A"," ","N/A"
"Carle Orthopedics and Sports Medicine Facility",1011863.90802208,1245420.62361898,40.0864608882,-88.2346425749,10028,"elm, hybrid (Ulmus x)",3,"No"," ",,"N/A"," ","N/A"
"Carle Orthopedics and Sports Medicine Facility",1011863.85786375,1245465.84469964,40.0865850256,-88.2346425749,10035,"elm, hybrid (Ulmus x)",2,"No"," ",,"N/A"," ","N/A"
"Carle Orthopedics and Sports Medicine Facility",1011863.0799235,1245527.66947713,40.0867547443,-88.2346451101,10043,"ginkgo, (Ginkgo biloba)",2,"No"," ",,"N/A"," ","N/A"
"Carle Orthopedics and Sports Medicine Facility",1011806.34010958,1245519.12769426,40.0867314687,-88.2348479298,10487,"ginkgo, (Ginkgo biloba)",2,"No"," ",,"N/A"," ","N/A"
"Carle Orthopedics and Sports Medicine Facility",1011805.6870543,1245468.25329585,40.0865918144,-88.2348504651,10496,"ginkgo, (Ginkgo biloba)",2,"No"," ",,"N/A"," ","N/A"
"Carle Orthopedics and Sports Medicine Facility",1011807.86210206,1245425.86090152,40.0864754356,-88.2348428593,10507,"elm, hybrid (Ulmus x)",3,"No"," ",,"N/A"," ","N/A"
"Carle Orthopedics and Sports Medicine Facility",1011808.63521477,1245368.27536114,40.0863173542,-88.234840324,10516,"elm, hybrid (Ulmus x)",3,"No"," ",,"N/A"," ","N/A"
"Carle Orthopedics and Sports Medicine Facility",1011816.13796234,1245319.17614541,40.0861825482,-88.234813704,10527,"ginkgo, (Ginkgo biloba)",2,"No"," ",,"N/A"," ","N/A"
"Carle Orthopedics and Sports Medicine Facility",1011827.89540396,1245271.49471862,40.0860516213,-88.2347718724,10538,"ginkgo, (Ginkgo biloba)",2,"No"," ",,"N/A"," ","N/A"
"Carle Orthopedics and Sports Medicine Facility",1011838.2259122,1245231.23077636,40.0859410606,-88.2347351114,10547,"oak, overcup (Quercus lyrata)",4,"No"," ",,"N/A"," ","N/A"
"Carle Orthopedics and Sports Medicine Facility",1011860.98814012,1245175.08234264,40.0857868572,-88.2346539836,10556,"oak, overcup (Quercus lyrata)",4,"No"," ",,"N/A"," ","N/A"
"Carle Orthopedics and Sports Medicine Facility",1011881.2590282,1245126.70352064,40.0856539898,-88.2345817292,10567,"oak, overcup (Quercus lyrata)",3,"No"," ",,"N/A"," ","N/A"
"Carle Orthopedics and Sports Medicine Facility",1011907.90262569,1245088.93054929,40.0855502173,-88.2344866575,10578,"oak, overcup (Quercus lyrata)",3,"No"," ",,"N/A"," ","N/A"
"Carle Orthopedics and Sports Medicine Facility",1011937.0361879,1245044.80100242,40.0854289876,-88.2343827125,10591,"oak, overcup (Quercus lyrata)",3,"No"," ",,"N/A"," ","N/A"
"Carle Orthopedics and Sports Medicine Facility",1011968.64520761,1245007.38679755,40.0853261846,-88.2342698941,10601,"oak, overcup (Quercus lyrata)",4,"No"," ",,"N/A"," ","N/A"
"Carle Orthopedics and Sports Medicine Facility",1012001.32272446,1244966.08750257,40.0852127132,-88.2341532729,10608,"planetree, London (Platanus x acerifolia)",5,"No"," ",,"N/A"," ","N/A"
"Carle Orthopedics and Sports Medicine Facility",1012031.51909122,1244923.3722236,40.0850953622,-88.234045525,10616,"maple, red (Acer rubrum)",2,"No"," ",,"N/A"," ","N/A"
"Carle Orthopedics and Sports Medicine Facility",1012053.1986281,1244884.53367542,40.0849886793,-88.2339682001,10623,"planetree, London (Platanus x acerifolia)",4,"No"," ",,"N/A"," ","N/A"
"Carle Orthopedics and Sports Medicine Facility",1012074.18108855,1244834.74204791,40.084851931,-88.2338934104,10635,"planetree, London (Platanus x acerifolia)",4,"No"," ",,"N/A"," ","N/A"
"Carle Orthopedics and Sports Medicine Facility",1012101.24873964,1244735.49517958,40.0845794035,-88.2337970711,10643,"planetree, London (Platanus x acerifolia)",4,"No"," ",,"N/A"," ","N/A"
"Carle Orthopedics and Sports Medicine Facility",1012109.1247248,1244670.49669054,40.0844009507,-88.2337691835,10653,"zelkova, Japanese (Zelkova serrata)",5,"No"," ",,"N/A"," ","N/A"
"Carle Orthopedics and Sports Medicine Facility",1012110.57908338,1244638.70120606,40.0843136638,-88.233764113,10664,"zelkova, Japanese (Zelkova serrata)",4,"No"," ",,"N/A"," ","N/A"
"Carle Orthopedics and Sports Medicine Facility",1012110.97963876,1244597.71865065,40.0842011606,-88.2337628454,10672,"zelkova, Japanese (Zelkova serrata)",3,"No"," ",,"N/A"," ","N/A"
"Carle Orthopedics and Sports Medicine Facility",1012112.45693513,1244545.43154682,40.0840576217,-88.2337577749,10678,"zelkova, Japanese (Zelkova serrata)",5,"No"," ",,"N/A"," ","N/A"
"Carle Orthopedics and Sports Medicine Facility",1012111.43040524,1244511.86661153,40.0839654851,-88.2337615778,10683,"zelkova, Japanese (Zelkova serrata)",5,"No"," ",,"N/A"," ","N/A"
"Carle Orthopedics and Sports Medicine Facility",1012111.50116271,1244448.62532881,40.08379188,-88.2337615778,10692,"zelkova, Japanese (Zelkova serrata)",3,"No"," ",,"N/A"," ","N/A"
"Carle Orthopedics and Sports Medicine Facility",1012173.58432869,1244438.8023604,40.0837647239,-88.2335397439,10698,"zelkova, Japanese (Zelkova serrata)",3,"No"," ",,"N/A"," ","N/A"
"Carle Orthopedics and Sports Medicine Facility",1012168.9146257,1244491.08610334,40.0839082634,-88.233556223,10705,"zelkova, Japanese (Zelkova serrata)",3,"No"," ",,"N/A"," ","N/A"
"Carle Orthopedics and Sports Medicine Facility",1012169.21702765,1244537.72246747,40.0840362848,-88.2335549554,10707,"zelkova, Japanese (Zelkova serrata)",4,"No"," ",,"N/A"," ","N/A"
"Carle Orthopedics and Sports Medicine Facility",1012168.8151872,1244579.76502578,40.0841516979,-88.233556223,10712,"zelkova, Japanese (Zelkova serrata)",4,"No"," ",,"N/A"," ","N/A"
"Carle Orthopedics and Sports Medicine Facility",1012169.1025548,1244639.82666038,40.0843165734,-88.2335549553,10718,"zelkova, Japanese (Zelkova serrata)",3,"No"," ",,"N/A"," ","N/A"
"Carle Orthopedics and Sports Medicine Facility",1012168.68803827,1244693.17465845,40.0844630213,-88.233556223,10725,"zelkova, Japanese (Zelkova serrata)",3,"No"," ",,"N/A"," ","N/A"
"Carle Orthopedics and Sports Medicine Facility",1012158.69878133,1244744.74530868,40.0846046196,-88.2335917164,10731,"planetree, London (Platanus x acerifolia)",4,"No"," ",,"N/A"," ","N/A"
"Carle Orthopedics and Sports Medicine Facility",1012149.07890888,1244783.24419506,40.0847103332,-88.2336259422,10738,"planetree, London (Platanus x acerifolia)",4,"No"," ",,"N/A"," ","N/A"
"Carle Orthopedics and Sports Medicine Facility",1012131.98481165,1244844.6990599,40.0848790867,-88.233686788,10744,"planetree, London (Platanus x acerifolia)",4,"No"," ",,"N/A"," ","N/A"
"Carle Orthopedics and Sports Medicine Facility",1012115.62271951,1244886.01663996,40.0849925587,-88.2337450986,10749,"oak, chinkapin (Quercus muehlenbergii)",2,"No"," ",,"N/A"," ","N/A"
"Carle Orthopedics and Sports Medicine Facility",1011222.96802111,1244926.34075043,40.0851059519,-88.2369351739,13344,"maple, sugar (Acer saccharum)",2,"No"," ",,"N/A"," ","N/A"
"Carle Orthopedics and Sports Medicine Facility",1011259.87737797,1244926.97695402,40.0851075885,-88.236803262,13350,"maple, red (Acer rubrum)",2,"No"," ",,"N/A"," ","N/A"
"Carle Orthopedics and Sports Medicine Facility",1011334.89381612,1244927.65463902,40.0851092251,-88.23653516,13354,"maple, red (Acer rubrum)",2,"No"," ",,"N/A"," ","N/A"
"Carle Orthopedics and Sports Medicine Facility",1011298.38284125,1244927.61494631,40.0851092251,-88.2366656458,13361,"maple, sugar (Acer saccharum)",2,"No"," ",,"N/A"," ","N/A"
"Carle Orthopedics and Sports Medicine Facility",1011376.99333801,1244925.71317602,40.0851037697,-88.2363847091,13369,"linden, littleleaf (Tilia cordata)",4,"No"," ",,"N/A"," ","N/A"
"Carle Orthopedics and Sports Medicine Facility",1011377.84617712,1244875.43542958,40.0849657487,-88.2363818569,13379,"birch, river (Betula nigra)",2,"Yes"," ",,"N/A"," ","N/A"
"Carle Orthopedics and Sports Medicine Facility",1011382.05827654,1244854.97080269,40.0849095583,-88.2363668831,13386,"birch, river (Betula nigra)",2,"Yes"," ",,"N/A"," ","N/A"
"Carle Orthopedics and Sports Medicine Facility",1011382.70316563,1244812.44317654,40.084792813,-88.236364744,13400,"birch, river (Betula nigra)",2,"Yes"," ",,"N/A"," ","N/A"
"Carle Orthopedics and Sports Medicine Facility",1011378.1340382,1244794.35369943,40.0847431689,-88.2363811439,13408,"birch, river (Betula nigra)",2,"Yes"," ",,"N/A"," ","N/A"
"Carle Orthopedics and Sports Medicine Facility",1011385.9577834,1244755.21222329,40.0846356974,-88.2363533354,13417,"linden, littleleaf (Tilia cordata)",4,"No"," ",,"N/A"," ","N/A"
"Carle Orthopedics and Sports Medicine Facility",1011340.4964954,1244729.32765589,40.0845647771,-88.2365159079,13426,"oak, scarlet (Quercus coccinea)",2,"No"," ",,"N/A"," ","N/A"
"Carle Orthopedics and Sports Medicine Facility",1011283.40798472,1244754.30573985,40.0846335153,-88.2367198366,13437,"oak, English (Quercus robur)",2,"No"," ",,"N/A"," ","N/A"
"Carle Orthopedics and Sports Medicine Facility",1011245.10694237,1244748.89844269,40.0846187857,-88.2368567398,13447,"crabapple, flowering (Malus spp.)",2,"No"," ",,"N/A"," ","N/A"
"Carle Orthopedics and Sports Medicine Facility",1010947.44908484,1244751.71122604,40.0846273882,-88.2379205136,13453,"pine, eastern white (Pinus strobus)",2,"No"," ",,"N/A"," ","N/A"
"Carle Orthopedics and Sports Medicine Facility",1011233.14013726,1244745.10957789,40.0846084204,-88.236899522,13456,"crabapple, flowering (Malus spp.)",2,"No"," ",,"N/A"," ","N/A"
"Carle Orthopedics and Sports Medicine Facility",1010947.48048137,1244722.43152052,40.0845470118,-88.2379205136,13463,"crabapple, flowering (Malus spp.)",2,"No"," ",,"N/A"," ","N/A"
"Carle Orthopedics and Sports Medicine Facility",1011222.3708492,1244740.9245531,40.084596964,-88.236938026,13466,"crabapple, flowering (Malus spp.)",2,"No"," ",,"N/A"," ","N/A"
"Carle Orthopedics and Sports Medicine Facility",1010948.3761368,1244693.43976434,40.0844674233,-88.2379174237,13474,"crabapple, flowering (Malus spp.)",2,"No"," ",,"N/A"," ","N/A"
"Carle Orthopedics and Sports Medicine Facility",1011202.2669462,1244697.3806044,40.0844774905,-88.2370100428,13476,"hornbeam, European (Carpinus betulus)",2,"No"," ",,"N/A"," ","N/A"
"Carle Orthopedics and Sports Medicine Facility",1010939.16240006,1244685.67935203,40.0844461472,-88.2379503819,13484,"crabapple, flowering (Malus spp.)",2,"No"," ",,"N/A"," ","N/A"
"Carle Orthopedics and Sports Medicine Facility",1011209.45487917,1244692.42009649,40.0844638519,-88.2369843734,13486,"hornbeam, European (Carpinus betulus)",2,"No"," ",,"N/A"," ","N/A"
"Carle Orthopedics and Sports Medicine Facility",1010935.3916724,1244708.35279585,40.0845083996,-88.237963771,13492,"maple, silver (Acer saccharinum)",8,"Yes"," ",,"N/A"," ","N/A"
"Carle Orthopedics and Sports Medicine Facility",1011219.23780742,1244686.27001044,40.0844469401,-88.2369494346,13496,"hornbeam, European (Carpinus betulus)",2,"No"," ",,"N/A"," ","N/A"
"Carle Orthopedics and Sports Medicine Facility",1010935.15178722,1244663.28461292,40.0843846827,-88.237964801,13499,"maple, silver (Acer saccharinum)",10,"No"," ",,"N/A"," ","N/A"
"Carle Orthopedics and Sports Medicine Facility",1011253.9427197,1244696.24420889,40.0844742172,-88.2368253661,13503,"pear, callery (Pyrus calleryana)",4,"No"," ",,"N/A"," ","N/A"
"Carle Orthopedics and Sports Medicine Facility",1010936.03725933,1244643.76567309,40.0843310983,-88.2379617112,13509,"maple, silver (Acer saccharinum)",10,"Yes"," ",,"N/A"," ","N/A"
"Carle Orthopedics and Sports Medicine Facility",1011280.90793346,1244668.05356775,40.0843967502,-88.2367291061,13510,"pear, callery (Pyrus calleryana)",4,"No"," ",,"N/A"," ","N/A"
"Carle Orthopedics and Sports Medicine Facility",1011329.63902246,1244622.7956263,40.0842723664,-88.2365551249,13517,"pear, callery (Pyrus calleryana)",4,"No"," ",,"N/A"," ","N/A"
"Carle Orthopedics and Sports Medicine Facility",1010935.78199079,1244613.05024602,40.0842467815,-88.2379627411,13520,"maple, silver (Acer saccharinum)",9,"No"," ",,"N/A"," ","N/A"
"Carle Orthopedics and Sports Medicine Facility",1011381.34224383,1244596.61925441,40.0842003546,-88.2363704483,13528,"oak, swamp white (Quercus bicolor)",5,"No"," ",,"N/A"," ","N/A"
"Carle Orthopedics and Sports Medicine Facility",1010936.09910212,1244586.06714903,40.0841727088,-88.2379617112,13529,"maple, silver (Acer saccharinum)",7,"No"," ",,"N/A"," ","N/A"
"Carle Orthopedics and Sports Medicine Facility",1010937.56651438,1244561.38172231,40.08410494,-88.2379565615,13538,"elm, hybrid (Ulmus x)",6,"No"," ",,"N/A"," ","N/A"
"Carle Orthopedics and Sports Medicine Facility",1011379.48422085,1244653.85208423,40.0843574711,-88.2363768657,13539,"linden, littleleaf (Tilia cordata)",4,"No"," ",,"N/A"," ","N/A"
"Carle Orthopedics and Sports Medicine Facility",1011377.24148468,1244697.96809095,40.0844785815,-88.236384709,13548,"crabapple, flowering (Malus spp.)",2,"No"," ",,"N/A"," ","N/A"
"Carle Orthopedics and Sports Medicine Facility",1010953.68639812,1244578.90955486,40.0841530085,-88.2378988847,13551,"lilac, Japanese tree (Syringa reticulata)",2,"No"," ",,"N/A"," ","N/A"
"Carle Orthopedics and Sports Medicine Facility",1011367.45375992,1244708.49020034,40.0845074952,-88.2364196479,13555,"crabapple, flowering (Malus spp.)",2,"No"," ",,"N/A"," ","N/A"
"Carle Orthopedics and Sports Medicine Facility",1010961.16610166,1244591.26107243,40.0841868929,-88.2378721062,13561,"lilac, Japanese tree (Syringa reticulata)",2,"No"," ",,"N/A"," ","N/A"
"Carle Orthopedics and Sports Medicine Facility",1011375.22901001,1244713.86442,40.0845222249,-88.2363918394,13565,"crabapple, flowering (Malus spp.)",2,"No"," ",,"N/A"," ","N/A"
"Carle Orthopedics and Sports Medicine Facility",1010956.25424592,1244603.0251759,40.0842192012,-88.2378896152,13570,"lilac, Japanese tree (Syringa reticulata)",2,"No"," ",,"N/A"," ","N/A"
"Carle Orthopedics and Sports Medicine Facility",1011427.84057358,1244586.53460607,40.0841725318,-88.2362043106,13575,"pine, eastern white (Pinus strobus)",2,"No"," ",,"N/A"," ","N/A"
"Carle Orthopedics and Sports Medicine Facility",1010954.76003091,1244652.68452351,40.0843555265,-88.2378947649,13580,"fir, white (Abies concolor)",2,"No"," ",,"N/A"," ","N/A"
"Carle Orthopedics and Sports Medicine Facility",1011424.38546117,1244644.56064825,40.0843318306,-88.2362164322,13585,"spruce, Colorado (Picea pungens)",2,"No"," ",,"N/A"," ","N/A"
"Carle Orthopedics and Sports Medicine Facility",1010970.91835301,1244634.33019023,40.0843050941,-88.2378370881,13590,"spruce, white (Picea glauca)",2,"No"," ",,"N/A"," ","N/A"
"Carle Orthopedics and Sports Medicine Facility",1011422.55553824,1244675.95829022,40.0844180263,-88.2362228496,13595,"oak, scarlet (Quercus coccinea)",2,"No"," ",,"N/A"," ","N/A"
"Carle Orthopedics and Sports Medicine Facility",1010986.18808573,1244638.36538669,40.0843161262,-88.2377825011,13604,"spruce, white (Picea glauca)",2,"No"," ",,"N/A"," ","N/A"
"Carle Orthopedics and Sports Medicine Facility",1011423.12784059,1244700.0054462,40.0844840369,-88.2362207105,13605,"maple, sugar (Acer saccharum)",2,"No"," ",,"N/A"," ","N/A"
"Carle Orthopedics and Sports Medicine Facility",1010985.35526622,1244608.79756307,40.0842349614,-88.237785591,13612,"pear, callery (Pyrus calleryana)",3,"No"," ",,"N/A"," ","N/A"
"Carle Orthopedics and Sports Medicine Facility",1011423.49607175,1244728.22571503,40.0845615039,-88.2362192844,13615,"oak, northern red (Quercus rubra)",2,"No"," ",,"N/A"," ","N/A"
"Carle Orthopedics and Sports Medicine Facility",1011010.97516334,1244635.80849973,40.0843090341,-88.2376939261,13620,"pear, callery (Pyrus calleryana)",3,"No"," ",,"N/A"," ","N/A"
"Carle Orthopedics and Sports Medicine Facility",1011425.8423145,1244772.14785876,40.0846820684,-88.236210728,13623,"redbud, eastern (Cercis canadensis)",2,"No"," ",,"N/A"," ","N/A"
"Carle Orthopedics and Sports Medicine Facility",1011050.13433831,1244668.00103167,40.0843972908,-88.2375538538,13630,"pear, callery (Pyrus calleryana)",3,"No"," ",,"N/A"," ","N/A"
"Carle Orthopedics and Sports Medicine Facility",1011422.03917127,1244783.47137217,40.0847131641,-88.2362242757,13632,"redbud, eastern (Cercis canadensis)",2,"No"," ",,"N/A"," ","N/A"
"Carle Orthopedics and Sports Medicine Facility",1011078.05806879,1244696.44973784,40.0844753034,-88.2374539494,13639,"pear, callery (Pyrus calleryana)",3,"No"," ",,"N/A"," ","N/A"
"Carle Orthopedics and Sports Medicine Facility",1011425.18087918,1244829.77905999,40.0848402749,-88.236212867,13641,"pine, eastern white (Pinus strobus)",2,"No"," ",,"N/A"," ","N/A"
"Carle Orthopedics and Sports Medicine Facility",1011090.75973196,1244676.65650492,40.084420931,-88.2374086319,13648,"hornbeam, European (Carpinus betulus)",2,"No"," ",,"N/A"," ","N/A"
"Carle Orthopedics and Sports Medicine Facility",1011426.15545711,1244850.84554927,40.084898102,-88.2362093018,13657,"redbud, eastern (Cercis canadensis)",2,"No"," ",,"N/A"," ","N/A"
"Carle Orthopedics and Sports Medicine Facility",1011098.24367177,1244684.98922464,40.0844437832,-88.2373818534,13658,"hornbeam, European (Carpinus betulus)",2,"No"," ",,"N/A"," ","N/A"
"Carle Orthopedics and Sports Medicine Facility",1011424.53982224,1244868.72951314,40.0849472004,-88.2362150061,13665,"lilac, Japanese tree (Syringa reticulata)",2,"No"," ",,"N/A"," ","N/A"
